q,C,target
1.905261063889271,4.619827268942749,0.4124095887085604
2.082912692507002,4.8819602714575465,0.42665498625312087
1.7344153561558082,3.3704839153625263,0.5145894179320705
2.1774139242749833,1.5525940622558045,1.4024360759897287
3.3723113008392303,1.341925036402277,2.5130400054838025
3.5415892887658362,4.216735678027767,0.839888852227582
2.4630864551110223,2.2702840387517047,1.0849243588327953
2.456546262271285,2.774762240371423,0.8853177495821976
4.820196212329892,2.793461794122042,1.7255278817388775
1.8845201148318238,2.0066218028770773,0.939150622269635
3.0437226759332465,3.283051439609194,0.9271017320080625
3.722321508952074,3.3803909572561537,1.1011511851793212
3.767209517256617,4.7305830111750415,0.7963520581622496
1.8292328472534174,4.478866780025722,0.4084142121420526
2.5562041513237412,1.7715085734705873,1.442953305224962
4.818774545225731,1.85939205490304,2.591586068424397
3.5998080259242324,3.162523014546838,1.1382709341136774
4.218501324306452,3.3687300215832767,1.2522527175756843
4.3233168580186065,3.616298091835466,1.1955089841126152
2.6135480432493314,3.217880529329226,0.8121954868828306
4.969822873937588,4.984115169105039,0.9971324307961331
4.600796021442812,2.838083869828862,1.6210923399244865
1.6548571080104315,4.501420179281553,0.36763000166639725
4.122129915126012,3.8241467244328464,1.0779214847561474
3.5392673284703355,1.561211795687457,2.2670001201930905
2.3058590658651172,3.970720793561509,0.5807154886347206
1.770367815963426,2.1645720367242496,0.8178835289042209
2.984108963821992,4.122130543213906,0.7239239350957984
2.951473491715831,3.981637362048489,0.7412712970418143
1.1576169023821454,4.626805491390852,0.25019787508598235
3.650373218709893,4.046504749809054,0.9021052598250742
2.653797250461759,1.9921019826152349,1.3321593340205653
3.646959690266729,4.286807445517872,0.8507402622153826
1.2676550955458397,4.037258229697313,0.3139891043434395
2.823899353579105,4.0711032423240585,0.6936447408705445
3.5738831210104864,3.3205267501310907,1.0763000541614047
1.9493442865917232,1.8098734048248089,1.0770611255986795
3.426107208002763,4.064387867694498,0.8429577391554917
3.0014290876593885,1.2076081164411012,2.48543301986475
2.5491434396899497,2.588224736725847,0.9849003463720327
1.4184654108009265,3.84802646621163,0.3686215319089011
2.191329361692944,4.980167376441315,0.4400111875875957
4.969161007928995,2.1281809955114825,2.3349334565102238
3.3251533664848476,1.824505278730312,1.8224958871036256
2.509660370272469,4.4745191432424285,0.5608782284600667
1.5743630687054364,4.891159832208652,0.32187929299266366
1.4789674082516537,3.9804436273541293,0.37155843587081505
4.79234869158323,2.9567584830225058,1.6208116824896424
2.1136313765134274,1.304649737451324,1.6200757305500828
1.3754350421724757,4.545213469191773,0.3026117588305604
2.5168273960130683,3.3679725958519797,0.747282623116593
3.833343239295216,3.9191668730947535,0.9781015617403993
4.587977688444472,4.094483878914199,1.120526499584397
3.61182657290288,4.003978315640969,0.9020594738971975
1.1396927076178844,1.213755475693544,0.9389804869606542
4.776620230567536,3.706408434486599,1.2887463200555715
1.3650760337548586,3.1974055447914784,0.42693240336013843
2.1981452783813524,2.833511080489708,0.7757673133931959
2.3256877864226624,2.893505025067097,0.8037614471980163
2.0473477303750323,4.856087165052286,0.42160440304884605
2.192070681843478,4.453818912466369,0.49217777483224745
2.562555401521751,4.300002587615145,0.5959427580119174
3.9353472146411317,1.7666982762961303,2.227515171912409
1.601855834212826,4.329598923064103,0.36997788078697497
3.0960532230386906,1.3205559763249233,2.344507373064893
1.3589908091346379,4.536890597048463,0.299542336334658
3.5104720062899637,3.3186457416567468,1.0578025735694985
2.2428003000879553,4.8112458503138775,0.4661579079235036
1.3568732815191455,3.3864128009689387,0.4006815947337872
1.6889610595504965,4.65194983067525,0.3630651922368941
4.214326909815927,1.9615307006349645,2.1484888859765046
3.2069549444306036,3.3146421351372095,0.9675116690380972
4.556908605845106,1.076609784311969,4.2326464725167785
1.7263337670168708,2.524784895083975,0.6837547905083822
3.5048215633347315,4.3676227884137555,0.8024551874379293
2.4992857656429615,2.109077919975095,1.1850134800484158
1.60451210660307,3.08426988177078,0.5202242890890817
2.425206680447536,3.6253450399256146,0.6689588587400488
1.0644836175661396,3.6782559977599982,0.28939900273781755
4.202597783949621,1.9007440658582082,2.211027701960547
4.631865980018553,1.5667327593187554,2.9563854795712414
3.1086438314136307,2.5335964518998932,1.2269688130809153
4.40964951781367,4.106451664782224,1.073834511588614
2.3175386131602806,3.7764119848476327,0.6136879721966528
4.4625246214191305,2.4705995653822863,1.8062516823638417
1.6159030718885226,1.2504442775697764,1.2922631586822972
1.4114847905953827,4.4108413359703595,0.3200035283710481
3.7677601643718996,2.081287792336578,1.8103023417736896
4.551247299021163,2.3814635856221917,1.911113538119494
2.124183829723701,4.377790384744601,0.48521825922179807
1.2479911612367687,4.126268289848628,0.3024503191678191
1.168134758434313,3.974762045043689,0.29388797246137366
4.8227209686978,4.065981434759239,1.1861148522394496
3.2974347723080664,3.5635221956727268,0.9253302186000758
4.299176675725752,4.738378615274119,0.9073096569082505
2.1473849919691346,3.8376095581970104,0.5595631758270951
4.254599811795268,1.1539790957423657,3.686895046446438
1.6498142490452574,1.6530331323288014,0.9980527412181937
1.3707056049956075,1.9871009781977809,0.6898016859912077
3.9780005196258728,2.9567256613209865,1.345407378055023
2.857972984578316,4.298933681989778,0.6648097402738932
2.8643973586345624,2.198824551370653,1.3026948224900528
2.8271912573447056,3.423894134755463,0.8257239114510839
2.6404278983341065,3.982306490736953,0.6630398500155313
3.8631712656159563,2.8186864496019632,1.370557291379993
4.709622043803545,4.088871756478186,1.151814565067216
3.4457335423045246,1.5771563080692168,2.184776185261468
4.612245072855235,1.239680138973271,3.7205121933107623
4.462949740457597,4.326296355548658,1.0315866907114846
3.787351846532634,3.7243442926432957,1.0169177575805215
4.312361409357456,2.1370392160529392,2.017914026548509
2.9411995695296325,3.523148041600931,0.834821453654596
2.8376542629139894,4.165088513731339,0.6812950681741566
4.319981267907242,3.821887946212021,1.1303265110608214
3.8133821013511744,4.0536296243735865,0.940732739474308
4.163209547496383,1.9946732422828655,2.0871636813715257
4.64645062362799,3.2973843067902076,1.4091322670698982
1.018865442999696,1.7154866435605989,0.5939221076562727
4.96440324705144,1.1329650493499206,4.381779693821927
4.433171603567637,2.3365450866624276,1.8973190925667422
2.8073589358174016,3.359909288693001,0.8355460503844314
2.2261269663819188,2.057104513565131,1.0821652238387527
4.938617174426374,1.3233743815308037,3.7318367676980904
3.954516351701833,3.701610847932059,1.0683230934205474
3.5033387241141605,1.2051839611600568,2.9068912606022415
2.6795271945252055,2.272556253654185,1.179080689517202
4.030354157707242,1.0724976985910692,3.7579140384188072
4.037545773070338,4.253770396247718,0.9491687131566592
1.5395998898995877,4.229828894365908,0.3639863286078357
1.5724093752118886,2.266588457271575,0.69373395517274
1.2407940685053838,2.4047101397695627,0.5159848781709241
2.3969175549279855,3.676032224622457,0.6520393207853771
3.724402153536546,1.7742608009358927,2.0991289169957352
2.084515584517097,2.500512011752598,0.8336355013372118
4.4198053081342,3.853365541796937,1.1469987106577788
2.245229748507026,1.3757836923932434,1.631964211322594
2.878593279432792,3.1579721402001075,0.9115321958636365
3.1345755704790306,1.099368980523081,2.8512497860250665
3.3396634268089773,3.1376066547548818,1.0643983756688842
4.245446750409322,1.3262476279654263,3.201096583239277
4.223303849050702,2.381679951381561,1.773245748909653
1.776494712182811,1.3551768954249641,1.3108950707322438
1.3793736625932116,1.9488880523723169,0.7077747030744767
2.6266196940956985,4.00366527023157,0.656053769935611
2.9704242756077046,4.520772059557391,0.6570612799041511
2.8269610283479807,1.155208377730517,2.4471438078571865
2.527103362400597,4.466964515841376,0.5657316850041295
2.1145566966119143,1.7688444345010481,1.1954452609668775
4.407176032152119,2.635972950504537,1.6719352265388632
3.7772770332385854,1.3136884335756265,2.875321831796531
3.728021699412741,1.2766957451994543,2.920054925717892
2.8531858624392514,1.2619181390258967,2.260991243569643
2.509534892636603,1.249406523706639,2.008581550536103
2.9668748601381827,2.16519353293225,1.3702585080790641
4.587036443310744,3.3247694839046535,1.3796554815354198
4.317692207072701,2.277925585455137,1.8954491905450073
2.8935761979233003,2.520920072020286,1.1478254427973056
2.4401835870188124,4.506567782503463,0.5414727359683149
1.9164757429806514,2.9379670984583353,0.6523135483669303
2.4214499975963673,3.0839616423155785,0.785175134596756
4.061768659295556,3.2606682317164126,1.2456859670011398
2.9254644250258313,3.9919570912907374,0.7328396468509956
1.6640860608474015,1.299216906564427,1.280837751140272
3.690550774592602,2.003262836275955,1.8422698748074906
1.4262571064158989,1.3766943127595517,1.0360013063154156
2.1431942444905823,2.3403255514201033,0.9157675705373971
3.8947056216578906,2.4378860907165008,1.5975748975676
2.7137666392177824,4.676649785807333,0.5802800644712597
1.187600013469753,4.350585678392251,0.272974744381687
1.5791073480967155,2.7566297384165375,0.5728398435561338
3.048812956514307,2.400604212314621,1.27001899808161
3.5763445198478334,1.79115938996101,1.996664584900891
4.085787431420295,4.901144568782829,0.8336394436197944
2.4956183513789165,3.136258041681912,0.7957311924629029
1.4349853641129098,4.901063673562492,0.29279059806008306
2.2499501638475947,1.973007772992129,1.1403655852989742
3.7348771826093974,3.5150324741017096,1.0625441472098691
4.834944096894796,2.6077026113310637,1.8541010297285663
1.7784136181267622,4.004318516109722,0.44412391546078306
1.8091776093043213,4.427790340455462,0.40859604231356206
1.793554325378624,4.719179754471108,0.38005636968571727
1.9008434966321488,3.5181346388734576,0.5402986786318156
2.7128742964804813,1.4722364588478447,1.8426892502061425
3.6022296061517394,3.357510142012622,1.0728871853808974
1.8763142628743603,1.7479708300043835,1.073424241793357
3.7879839431145355,1.3455211796184487,2.81525404467338
1.572664606336581,1.5081011655629375,1.0428110807470556
3.5686464666829756,2.3758469392335653,1.5020523451035952
1.790736021189287,2.5108148704630224,0.7132091028515596
3.394826566890388,4.094331333737243,0.8291528677508477
4.269246203149162,3.2536600982651827,1.3121365091041561
1.3067419970998366,3.4349040257884056,0.3804304246317051
3.9671604135010647,4.961961135582843,0.7995146082568164
1.0732262977878495,1.0269382279086003,1.0450738599667446
4.090993876977858,4.045689216268731,1.0111982553002208
2.1080077256334784,1.6620159332998763,1.2683438728821934
4.996530384622208,2.6737662562323323,1.8687237049894323
4.0687533557862,1.8167116048856489,2.2396253455111843
2.6328605262766356,2.3561903573163083,1.1174226726211771
4.560986941366268,4.4920841494297825,1.0153387135335015
